key_a,key_b,branch_epoch_a,branch_epoch_b,model_id_a,model_id_b,clean_accuracy,clean_loss,acc_corr_3,loss_corr_3
90_4,230_4,90,230,4,4,37.8,2.958908274078369,15.513157894736842,4.19238731394316
200_2,220_3,200,220,2,3,79.74,0.9630792603492736,53.74684210526316,2.250940286927474
70_2,190_4,70,190,2,4,7.22,4.411897518157959,3.914736842105263,4.5533751321893
220_4,230_1,220,230,4,1,71.31,1.296047815322876,38.47157894736842,3.1199243718599017
90_2,100_4,90,100,2,4,77.1,1.2066677581787109,46.46315789473684,2.576256046837255
240_2,250_1,240,250,2,1,48.53,2.464014667892456,20.01684210526316,4.431850704353733
100_1,200_4,100,200,1,4,1.0,4.641247069549561,,
60_2,260_1,60,260,2,1,53.69,2.4163504829406737,24.832105263157896,3.637804209839671
160_3,200_4,160,200,3,4,54.08,2.1651220008850096,23.143157894736845,4.005274936415019
110_2,210_4,110,210,2,4,23.93,3.783607958984375,9.398421052631578,4.599240809129414
110_3,130_3,110,130,3,3,71.35,1.4406834100723267,38.66263157894737,2.916320156830236
100_1,160_4,100,160,1,4,1.0,4.631706060791015,,
50_3,210_2,50,210,3,2,10.78,4.246982989501953,4.915263157894737,4.491804939029092
110_3,190_4,110,190,3,4,45.4,2.6820252025604248,18.711578947368423,4.019959596854762
170_1,250_3,170,250,1,3,1.0,4.62755111618042,,
240_4,300_3,240,300,4,3,78.45,1.0101950510025024,50.82736842105263,2.3813393286102698
150_1,160_4,150,160,1,4,1.0,4.692580088043213,,
50_1,100_3,50,100,1,3,1.0,4.66368339920044,,
80_2,130_4,80,130,2,4,74.07,1.3421960842132568,43.97894736842105,2.677823216428255
60_3,90_3,60,90,3,3,14.81,4.024507287597657,6.338947368421053,4.45619565600345
200_3,270_2,200,270,3,2,79.97,0.956141233730316,54.19421052631579,2.217963537918894
80_3,260_4,80,260,3,4,50.89,2.49177197227478,22.723157894736843,3.74339176447015
100_2,130_2,100,130,2,2,76.55,1.1967082315444946,46.6578947368421,2.55501441549
80_2,140_4,80,140,2,4,72.23,1.422162233543396,41.275263157894734,2.826356637924596
60_3,220_2,60,220,3,2,22.1,3.7292106716156006,9.420526315789472,4.360456430736341
100_4,230_4,100,230,4,4,49.29,2.376864437103272,21.169473684210526,3.935329627468712
