key_a,key_b,clean_accuracy_permuted,clean_loss_permuted
130_3,140_1,1.46,4.725260372924804
130_3,140_2,73.3,1.2846987686157227
130_3,140_3,73.32,1.2747061318397521
130_3,140_4,71.42,1.332119651031494
130_3,150_1,1.72,4.69144633178711
130_3,150_2,72.87,1.2996207489013671
130_3,150_3,73.54,1.2544849992752076
130_3,150_4,72.08,1.3010155145645141
130_3,160_1,1.64,4.649821061706543
130_3,160_2,72.84,1.2875185647010803
130_3,160_3,73.3,1.283891519832611
130_3,160_4,73.59,1.2423402826309204
130_3,170_1,3.0,4.6857585403442386
130_3,170_2,72.66,1.301833987903595
130_3,170_3,72.95,1.2814797483444214
130_3,170_4,74.09,1.2443035192489624
130_3,180_1,2.36,4.569094345092774
130_3,180_2,72.35,1.3206297253608703
130_3,180_3,73.21,1.2881344225883484
130_3,180_4,69.88,1.4423804021835327
130_3,190_1,3.5,4.547487882995606
130_3,190_2,72.63,1.3130134119033814
130_3,190_3,73.9,1.2587353513717652
130_3,190_4,62.24,1.8502754236221313
130_3,200_1,2.24,4.505484159088135
130_3,200_2,73.15,1.2987804279327393
130_3,200_3,74.14,1.254580890750885
130_3,200_4,47.65,2.595930860900879
130_3,210_1,5.52,4.442308287811279
130_3,210_2,72.21,1.3407775703430176
130_3,210_3,74.22,1.2714086011886596
130_3,210_4,33.19,3.243957214355469
130_3,220_1,4.33,4.4714492958068845
130_3,220_2,72.9,1.3242494740486146
130_3,220_3,74.09,1.2635873188972473
130_3,220_4,42.9,2.8973204357147218
130_3,230_1,5.9,4.430885646057129
130_3,230_2,74.2,1.2730830503463746
130_3,230_3,73.56,1.279148365497589
130_3,230_4,51.3,2.36816332321167
130_3,240_1,5.7,4.4318672485351565
130_3,240_2,73.93,1.2597651676177979
130_3,240_3,74.39,1.2547777626991272
130_3,240_4,60.8,1.8517842090606689
130_3,250_1,5.19,4.456247004699707
130_3,250_2,74.39,1.2537000091552735
130_3,250_3,74.24,1.261565649986267
130_3,250_4,69.52,1.4468962001800536
130_3,260_1,4.99,4.423103482055664
130_3,260_2,74.08,1.2653102265357972
130_3,260_3,73.55,1.2875715127944947
130_3,260_4,73.03,1.294854169845581
130_3,270_1,20.79,3.7629570632934572
130_3,270_2,74.45,1.255694109249115
130_3,270_3,73.94,1.2671115093231202
130_3,270_4,73.75,1.2725711521148682
130_3,280_1,73.11,1.2943025517463684
130_3,280_2,74.39,1.2509478598594665
130_3,280_3,74.25,1.253919718837738
130_3,280_4,74.06,1.263289776802063
130_3,290_1,74.15,1.2585032684326172
130_3,290_2,74.1,1.2644356105804444
130_3,290_3,74.16,1.262233270740509
130_3,290_4,74.0,1.265577718925476
130_3,300_1,74.01,1.2674394012451171
130_3,300_2,74.46,1.257222036933899
130_3,300_3,74.25,1.2574312669754029
130_3,300_4,74.12,1.2662327386856078
130_3,50_1,1.0,6107.93364453125
130_3,50_2,44.78,3.018673306274414
130_3,50_3,26.4,3.8441412956237793
130_3,50_4,18.2,3.8979558086395265
130_3,60_1,1.08,1211.574915234375
130_3,60_2,50.9,2.7308846954345705
130_3,60_3,30.0,3.618782436752319
130_3,60_4,30.09,3.4646101112365724
130_3,70_1,1.01,36.560899243164066
130_3,70_2,58.84,2.2419953592300415
130_3,70_3,43.29,3.1694588397979735
130_3,70_4,37.62,3.083413776779175
130_3,80_1,1.0,82.80768022460937
130_3,80_2,60.75,2.052855193710327
130_3,80_3,48.27,2.739015979003906
130_3,80_4,48.62,2.5324783058166505
130_3,90_1,1.0,20.85928755493164
130_3,90_2,64.16,1.8160557796478272
130_3,90_3,55.96,2.367719218444824
130_3,90_4,57.39,2.0803702163696287
130_4,130_4,78.23,1.0410773097991943
130_4,140_1,0.93,4.66578169708252
130_4,140_2,77.77,1.067038392829895
130_4,140_3,71.77,1.3444812180519103
130_4,140_4,79.03,1.0152722113609314
130_4,150_1,1.9,4.696068835449219
130_4,150_2,77.6,1.0619567649841308
130_4,150_3,73.07,1.2594005779266357
130_4,150_4,78.87,1.0187345790863036
130_4,160_1,1.65,4.66159494934082
130_4,160_2,77.53,1.0612603267669678
130_4,160_3,73.23,1.2597785180091858
130_4,160_4,78.26,1.0432472716331482
130_4,170_1,1.74,4.751934872436523
130_4,170_2,77.76,1.072089479446411
130_4,170_3,73.06,1.2552534392356873
130_4,170_4,75.21,1.1844373943328856
130_4,180_1,1.61,4.723568916320801
130_4,180_2,77.57,1.0820358465194702
130_4,180_3,73.43,1.2434478574752807
130_4,180_4,63.61,1.6945092866897582
130_4,190_1,2.34,4.601079956817627
130_4,190_2,77.39,1.0885722888946534
130_4,190_3,73.19,1.247503717803955
130_4,190_4,43.07,2.646508103942871
130_4,200_1,1.35,4.6055576095581054
130_4,200_2,77.64,1.0792541236877442
130_4,200_3,72.94,1.2620819131851195
130_4,200_4,22.03,3.7369775726318357
130_4,210_1,2.96,4.566234265899658
130_4,210_2,77.19,1.0937050395011902
130_4,210_3,75.18,1.1854917349815368
130_4,210_4,11.01,4.21827336730957
130_4,220_1,1.42,4.582184199523926
130_4,220_2,77.49,1.1015038178443908
130_4,220_3,74.84,1.1898142868041992
130_4,220_4,15.97,3.9643591278076173
130_4,230_1,1.51,4.622274375915527
130_4,230_2,76.37,1.1245554841041565
130_4,230_3,74.89,1.1812008361816406
130_4,230_4,23.14,3.6110296501159667
130_4,240_1,1.93,4.585794764709473
130_4,240_2,75.25,1.1685134947776794
130_4,240_3,75.32,1.1623558608055116
130_4,240_4,37.83,2.858658647918701
130_4,250_1,3.06,4.570001190185547
130_4,250_2,74.96,1.1812218788146973
130_4,250_3,76.13,1.1321519540786744
130_4,250_4,59.89,1.8173110980987548
130_4,260_1,3.26,4.564732099151612
130_4,260_2,74.92,1.1784337991714477
130_4,260_3,76.8,1.1067676058769227
130_4,260_4,70.54,1.340826870727539
130_4,270_1,6.23,4.481914801025391
130_4,270_2,75.72,1.15008933429718
130_4,270_3,76.4,1.1279537763595582
130_4,270_4,73.96,1.218068603515625
130_4,280_1,76.32,1.1238953845024109
130_4,280_2,75.77,1.1478017066001893
130_4,280_3,76.17,1.131828532409668
130_4,280_4,75.26,1.1666582125663758
130_4,290_1,76.15,1.1367794574737549
130_4,290_2,75.88,1.148422874736786
130_4,290_3,75.97,1.1464634446144104
130_4,290_4,75.64,1.1545942164421081
130_4,300_1,75.86,1.1476025832176209
130_4,300_2,76.03,1.1398370893478393
130_4,300_3,75.9,1.1448013027191162
130_4,300_4,75.67,1.1539505851745606
130_4,50_1,1.0,20994.14109375
130_4,50_2,58.26,2.249806744003296
130_4,50_3,19.87,3.9426436332702637
130_4,50_4,48.95,2.568497219848633
130_4,60_1,1.0,3544.531591796875
130_4,60_2,62.23,1.9599403135299682
130_4,60_3,24.1,3.74234585647583
130_4,60_4,60.07,2.02981325340271
130_4,70_1,1.0,101.49528330078125
130_4,70_2,68.95,1.5736708503723145
130_4,70_3,30.06,3.4479321170806885
130_4,70_4,70.24,1.5115907617568969
130_4,80_1,1.0,1314.70297734375
130_4,80_2,72.32,1.4163787721633911
130_4,80_3,38.32,2.98260230178833
130_4,80_4,73.07,1.328874596786499
130_4,90_1,1.07,1618.1639125
130_4,90_2,73.93,1.3081755743980408
130_4,90_3,48.81,2.5018423927307127
130_4,90_4,75.58,1.2163887977600099
140_1,140_1,76.23,1.0349954639434815
140_1,140_2,1.0,4.721939886474609
140_1,140_3,1.05,4.703759419250488
140_1,140_4,1.51,4.715206174468994
140_1,150_1,0.74,5.00269367980957
140_1,150_2,1.0,4.7173057762146
140_1,150_3,1.5,4.733443242645263
140_1,150_4,1.0,4.714739505767822
140_1,160_1,0.92,5.153002351379395
140_1,160_2,1.0,4.711683604431152
140_1,160_3,1.04,4.712900330352783
140_1,160_4,1.0,4.7070417266845705
140_1,170_1,1.28,5.578214040374756
140_1,170_2,1.0,4.716282640075684
140_1,170_3,1.27,4.715158172607422
140_1,170_4,1.56,4.768499897766113
140_1,180_1,1.25,5.043920783996582
140_1,180_2,1.0,4.722439587402344
140_1,180_3,1.0,4.741708246612549
140_1,180_4,1.0,4.748953578186035
140_1,190_1,1.1,4.876192154693603
140_1,190_2,1.27,4.72798783569336
140_1,190_3,1.0,4.721789749908448
140_1,190_4,1.15,4.738971116638184
140_1,200_1,1.02,4.972252084350586
140_1,200_2,1.49,4.714290168762207
140_1,200_3,1.0,4.699781480407715
140_1,200_4,1.4,4.751000700378418
140_1,210_1,1.05,4.910501886749268
140_1,210_2,1.0,4.720973286437988
140_1,210_3,1.09,4.722782287597656
140_1,210_4,1.26,4.729242451477051
140_1,220_1,1.02,4.847119496154785
140_1,220_2,1.16,4.714063146209717
140_1,220_3,1.07,4.7184337127685545
140_1,220_4,1.03,4.745615912628174
140_1,230_1,2.1,4.823706740570068
140_1,230_2,1.0,4.709853395843506
140_1,230_3,1.0,4.729619075012207
140_1,230_4,1.67,4.786490637207031
140_1,240_1,1.26,4.781013313293457
140_1,240_2,1.0,4.718709454345703
140_1,240_3,1.23,4.711358102416992
140_1,240_4,1.58,4.755272891998291
140_1,250_1,0.9,4.789816445159912
140_1,250_2,0.93,4.721913261413574
140_1,250_3,1.53,4.726761305999756
140_1,250_4,1.0,4.781615811920166
140_1,260_1,1.11,4.75537117767334
140_1,260_2,1.0,4.7025202301025395
140_1,260_3,1.0,4.713391135406495
140_1,260_4,1.0,4.729822982788086
140_1,270_1,1.31,4.728071198272705
140_1,270_2,1.0,4.7347883682250975
140_1,270_3,1.0,4.735912307739258
140_1,270_4,1.0,4.741483381652832
140_1,280_1,1.0,4.769978385925293
140_1,280_2,1.0,4.732777841949463
140_1,280_3,1.0,4.709615928649902
140_1,280_4,1.0,4.743972203063965
140_1,290_1,1.0,4.728477062988281
140_1,290_2,1.27,4.730470623779297
140_1,290_3,1.0,4.705773014831543
140_1,290_4,1.13,4.740403376770019
140_1,300_1,1.28,4.731262794494629
140_1,300_2,1.23,4.737168695831299
140_1,300_3,1.3,4.747992212677002
140_1,300_4,1.0,4.734661996459961
140_1,50_1,1.06,4.6271974517822265
140_1,50_2,1.0,4.735651267242432
140_1,50_3,1.01,4.738965263366699
140_1,50_4,1.0,4.737266160583496
140_1,60_1,0.91,4.614381502532959
140_1,60_2,1.0,4.7010473449707035
140_1,60_3,1.01,4.684952822875976
140_1,60_4,1.0,4.749942427062988
140_1,70_1,1.44,4.620948681640625
140_1,70_2,1.02,4.7256249404907225
140_1,70_3,1.42,4.733161837768555
140_1,70_4,1.0,4.736544567871094
140_1,80_1,1.09,4.618485108947754
140_1,80_2,1.0,4.710012574768067
140_1,80_3,1.19,4.709458169555664
140_1,80_4,1.0,4.7147679664611815
140_1,90_1,2.02,4.629655114746094
140_1,90_2,1.08,4.7157067260742185
140_1,90_3,1.0,4.731882111358643
140_1,90_4,1.0,4.735730975341797
140_2,140_2,78.09,1.0334367652893066
140_2,140_3,73.97,1.23744938249588
140_2,140_4,78.15,1.0401126269340515
140_2,150_1,1.54,4.6991774993896485
140_2,150_2,77.75,1.0451301795005798
140_2,150_3,75.2,1.157805418586731
140_2,150_4,78.4,1.0435146087646485
140_2,160_1,2.1,4.667602637481689
140_2,160_2,77.79,1.0468608535766601
140_2,160_3,75.73,1.140393657875061
140_2,160_4,77.95,1.0587466173171998
140_2,170_1,1.66,4.759101969909668
140_2,170_2,77.84,1.0564693811416626
140_2,170_3,75.62,1.1460721757888794
140_2,170_4,75.59,1.1622750534057618
140_2,180_1,1.24,4.630895023345947
140_2,180_2,77.66,1.0681741508483886
140_2,180_3,75.96,1.1367757900238038
140_2,180_4,67.0,1.5643280544281006
140_2,190_1,1.47,4.588617008209228
140_2,190_2,77.55,1.071384540939331
140_2,190_3,75.93,1.1433027245521545
140_2,190_4,51.44,2.3242135959625245
140_2,200_1,1.17,4.58621226196289
140_2,200_2,77.74,1.0666066236495972
140_2,200_3,75.31,1.1571215015411378
140_2,200_4,30.26,3.3570650115966796
140_2,210_1,3.81,4.549774562072754
140_2,210_2,77.39,1.0728940262794495
140_2,210_3,76.61,1.1121601315498353
140_2,210_4,16.54,3.987471382141113
140_2,220_1,1.98,4.57926848526001
140_2,220_2,77.56,1.0815080885887145
140_2,220_3,76.67,1.1090369793891908
140_2,220_4,23.78,3.655518686676025
140_2,230_1,2.33,4.562651682281494
140_2,230_2,77.56,1.0777260404586793
140_2,230_3,76.55,1.1100542038917542
140_2,230_4,32.91,3.184752175140381
140_2,240_1,3.1,4.550418899536133
140_2,240_2,76.88,1.1008813675880431
140_2,240_3,76.77,1.0955694036483765
140_2,240_4,48.45,2.3961895725250244
140_2,250_1,3.07,4.558182975006104
140_2,250_2,76.52,1.1103866921424865
140_2,250_3,77.21,1.084061173439026
140_2,250_4,66.19,1.5503522232055664
140_2,260_1,3.5,4.548430671691895
140_2,260_2,76.57,1.1079163779258727
140_2,260_3,77.61,1.0707433518409728
140_2,260_4,73.74,1.20613948097229
140_2,270_1,8.45,4.358133522033691
140_2,270_2,77.03,1.0890659048080444
140_2,270_3,77.4,1.0789901622772218
140_2,270_4,76.09,1.1335256932258606
140_2,280_1,77.53,1.081352769947052
140_2,280_2,77.22,1.0840257949829102
140_2,280_3,77.21,1.0776239102363587
140_2,280_4,77.0,1.102300793170929
140_2,290_1,77.43,1.0831999683380127
140_2,290_2,77.13,1.0891930326461792
140_2,290_3,77.26,1.0882745321273803
140_2,290_4,77.19,1.0952370913505554
140_2,300_1,77.28,1.0887031918525696
140_2,300_2,77.35,1.0840196397781372
140_2,300_3,77.11,1.0876254508018495
140_2,300_4,77.25,1.0935245943069458
140_2,50_1,1.0,14761.79150625
140_2,50_2,56.13,2.4975574634552
140_2,50_3,23.42,3.9601034496307372
140_2,50_4,37.33,3.1967618270874025
140_2,60_1,1.0,10716.818971875
140_2,60_2,60.74,2.2073934661865233
140_2,60_3,25.61,3.748343445587158
140_2,60_4,48.13,2.6703762424468995
140_2,70_1,1.0,225.82623171386717
140_2,70_2,67.11,1.772246875
140_2,70_3,31.87,3.4793028594970705
140_2,70_4,62.37,1.9753526943206787
140_2,80_1,1.0,1038.1861048828125
140_2,80_2,69.54,1.591539835548401
140_2,80_3,42.82,2.9879348541259767
140_2,80_4,66.21,1.7198155277252196
140_2,90_1,1.0,326.49756796875
140_2,90_2,73.33,1.3929417994499207
140_2,90_3,50.58,2.5263908420562746
140_2,90_4,70.7,1.4905079399108887
140_3,140_3,78.0,1.0221619194030762
140_3,140_4,73.16,1.2626065137863158
140_3,150_1,1.17,4.8090846015930175
140_3,150_2,73.83,1.2449102962493896
140_3,150_3,74.53,1.2171727061271667
140_3,150_4,74.0,1.2356583835601807
140_3,160_1,2.43,4.679253225708008
140_3,160_2,74.44,1.2269841018676757
140_3,160_3,75.15,1.2063086053848266
140_3,160_4,74.54,1.209907974433899
140_3,170_1,1.96,4.69399398803711
140_3,170_2,74.16,1.2336719407081604
140_3,170_3,74.36,1.2137454700469972
140_3,170_4,75.09,1.1968038919448853
140_3,180_1,2.78,4.6108785865783695
140_3,180_2,73.82,1.2430819665908814
140_3,180_3,74.83,1.2015900101661683
140_3,180_4,71.6,1.3632245021820069
140_3,190_1,3.35,4.549846879577637
140_3,190_2,73.64,1.249016591835022
140_3,190_3,74.89,1.2078820576667786
140_3,190_4,63.99,1.693546155166626
140_3,200_1,2.46,4.5018844902038575
140_3,200_2,73.96,1.2336637454986572
140_3,200_3,74.66,1.2126635154724121
140_3,200_4,51.71,2.3210462520599364
140_3,210_1,6.82,4.467867895507813
140_3,210_2,73.45,1.2553960309028624
140_3,210_3,75.15,1.1971645718574524
140_3,210_4,37.56,3.0101038120269776
140_3,220_1,5.7,4.419774479675293
140_3,220_2,73.93,1.249852935218811
140_3,220_3,74.99,1.2073312678337098
140_3,220_4,46.66,2.550372774505615
140_3,230_1,6.17,4.393558839416504
140_3,230_2,75.02,1.199330340576172
140_3,230_3,75.22,1.2012050228118896
140_3,230_4,54.49,2.1711958541870118
140_3,240_1,6.04,4.423347145843506
140_3,240_2,74.97,1.2006818265914918
140_3,240_3,75.06,1.198723939704895
140_3,240_4,62.74,1.7265127668380738
140_3,250_1,5.09,4.455856782531738
140_3,250_2,75.47,1.1806034070968627
140_3,250_3,75.11,1.1994818298339844
140_3,250_4,71.18,1.3427201169013978
140_3,260_1,5.83,4.41865009765625
140_3,260_2,75.27,1.1925714818000794
140_3,260_3,74.94,1.211968694114685
140_3,260_4,74.57,1.2140608922004699
140_3,270_1,23.33,3.7035543399810793
140_3,270_2,75.68,1.1827186202049256
140_3,270_3,75.11,1.1963933380126952
140_3,270_4,75.18,1.1947678438186646
140_3,280_1,74.57,1.2155632131576537
140_3,280_2,75.51,1.1821023027420043
140_3,280_3,75.5,1.1819589861869813
140_3,280_4,75.25,1.1886063858032228
140_3,290_1,75.57,1.1886753321647645
140_3,290_2,75.43,1.1904981462478639
140_3,290_3,75.55,1.1879618057250976
140_3,290_4,75.37,1.1917142206192017
140_3,300_1,75.44,1.194197709465027
140_3,300_2,75.61,1.1849233649253845
140_3,300_3,75.44,1.186022535419464
140_3,300_4,75.43,1.1946909111976625
140_3,50_1,1.0,4050.08340859375
140_3,50_2,45.85,2.9625838539123537
140_3,50_3,28.19,3.713216020965576
140_3,50_4,17.15,3.940257255935669
140_3,60_1,1.0,102.46892692871094
140_3,60_2,51.98,2.667290961456299
140_3,60_3,35.63,3.5518706871032717
140_3,60_4,26.29,3.578021315383911
140_3,70_1,1.23,22.639176538085938
140_3,70_2,58.28,2.2446273075103758
140_3,70_3,39.49,3.254016909790039
140_3,70_4,39.47,3.014833130645752
140_3,80_1,1.0,14.743119679260253
140_3,80_2,60.12,2.074151182937622
140_3,80_3,50.42,2.684092433929443
140_3,80_4,51.12,2.487826622772217
140_3,90_1,1.0,96.39007307128907
140_3,90_2,65.22,1.7899607109069824
140_3,90_3,56.8,2.3016419204711913
140_3,90_4,58.97,2.0336440879821778
140_4,140_4,78.65,1.0329447792053223
140_4,150_1,1.25,4.747489283752442
140_4,150_2,78.34,1.033856681919098
140_4,150_3,74.39,1.1871800722122192
140_4,150_4,79.03,1.012728235244751
140_4,160_1,1.66,4.638922552490234
140_4,160_2,78.16,1.038891524887085
140_4,160_3,74.9,1.1807296686172486
140_4,160_4,78.65,1.0231123416900634
140_4,170_1,1.13,4.842508825683594
140_4,170_2,78.41,1.0408188665390015
140_4,170_3,75.07,1.1670387218475342
140_4,170_4,76.89,1.1181250196456909
140_4,180_1,2.68,4.592271556091308
140_4,180_2,78.13,1.0543994297981263
140_4,180_3,75.66,1.1594487487792968
140_4,180_4,67.97,1.495957989501953
140_4,190_1,2.09,4.594666961669922
140_4,190_2,78.11,1.0546748676300048
140_4,190_3,75.11,1.1658074311256408
140_4,190_4,52.08,2.2448009452819826
140_4,200_1,1.16,4.6003439826965336
140_4,200_2,78.22,1.0438668991088866
140_4,200_3,75.01,1.1762134041786194
140_4,200_4,30.31,3.3052069526672363
140_4,210_1,2.26,4.556358337402344
140_4,210_2,77.78,1.057316716480255
140_4,210_3,76.58,1.1213167728424072
140_4,210_4,15.39,3.997983624267578
140_4,220_1,2.3,4.568841715240478
140_4,220_2,77.98,1.065910411643982
140_4,220_3,76.47,1.1162099615097045
140_4,220_4,22.03,3.6547293994903565
140_4,230_1,2.07,4.621018632507324
140_4,230_2,77.37,1.0700068860054015
140_4,230_3,76.81,1.1107640290260314
140_4,230_4,30.53,3.245346579360962
140_4,240_1,2.17,4.574604347229004
140_4,240_2,76.79,1.098436300086975
140_4,240_3,76.82,1.1012382940292358
140_4,240_4,46.35,2.4565680225372315
140_4,250_1,3.15,4.559168778228759
140_4,250_2,76.67,1.1050811982154847
140_4,250_3,77.08,1.0784259524345399
140_4,250_4,65.32,1.5804941249847413
140_4,260_1,3.39,4.564284815979004
140_4,260_2,76.7,1.1039991800308226
140_4,260_3,77.74,1.0578241487503053
140_4,260_4,73.53,1.2173696586608886
140_4,270_1,8.31,4.370225662231445
140_4,270_2,77.11,1.0835991367340088
140_4,270_3,77.58,1.0702877267837525
140_4,270_4,75.81,1.1349514394760132
140_4,280_1,77.36,1.0729675531387328
140_4,280_2,77.08,1.080641375350952
140_4,280_3,77.36,1.0730506506919861
140_4,280_4,76.81,1.0979355383872986
140_4,290_1,77.5,1.0762855863571168
140_4,290_2,77.32,1.0841129910469056
140_4,290_3,77.18,1.082497494316101
140_4,290_4,76.94,1.0900550291061402
140_4,300_1,77.27,1.0833431853294373
140_4,300_2,77.38,1.0779192744255066
140_4,300_3,77.24,1.0816570858955383
140_4,300_4,77.01,1.0889997570991516
140_4,50_1,1.0,8103.174603125
140_4,50_2,57.55,2.26837259349823
140_4,50_3,19.06,3.919743935394287
140_4,50_4,46.79,2.7020216651916504
140_4,60_1,1.0,3377.81032734375
140_4,60_2,62.44,1.969347162246704
140_4,60_3,25.57,3.7030293769836424
140_4,60_4,57.97,2.1620137321472166
140_4,70_1,0.72,89.01416833496094
140_4,70_2,69.12,1.5950144260406494
140_4,70_3,33.49,3.3395842247009275
140_4,70_4,68.4,1.5961347339630128
140_4,80_1,1.0,2279.205380078125
140_4,80_2,71.17,1.4438281304359437
140_4,80_3,41.34,2.9537257804870607
140_4,80_4,71.46,1.4063011276245116
140_4,90_1,0.85,693.7216478515625
140_4,90_2,74.07,1.306840253353119
140_4,90_3,50.38,2.4223320724487305
140_4,90_4,74.92,1.2602796067237854
150_1,150_1,77.04,1.0199954273223877
150_1,150_2,1.0,4.727154726409912
150_1,150_3,1.0,4.7548806076049805
150_1,150_4,1.35,4.732447627258301
150_1,160_1,1.06,5.148939567565918
150_1,160_2,1.0,4.739474989318848
150_1,160_3,1.0,4.717462303161621
150_1,160_4,1.0,4.743978173828125
150_1,170_1,1.16,4.959489781188965
150_1,170_2,1.0,4.743341798400879
150_1,170_3,1.0,4.743709260559082
150_1,170_4,1.01,4.786828590393067
150_1,180_1,1.32,4.931421388244629
150_1,180_2,1.0,4.72537195892334
150_1,180_3,1.0,4.8910261947631835
150_1,180_4,1.66,4.736637774658203
150_1,190_1,1.0,5.045346331787109
150_1,190_2,1.0,4.7215230140686035
150_1,190_3,1.0,4.7457455627441405
150_1,190_4,1.22,4.751232646942139
150_1,200_1,1.01,4.972802799224853
150_1,200_2,1.0,4.727613014221191
150_1,200_3,1.0,4.741044735717773
150_1,200_4,1.72,4.7233012054443355
150_1,210_1,0.99,4.916599742126465
150_1,210_2,1.0,4.738015454864502
150_1,210_3,1.0,4.72413582687378
150_1,210_4,1.71,4.737915200042725
150_1,220_1,1.29,4.80429524230957
150_1,220_2,1.0,4.73787335357666
150_1,220_3,1.0,4.738639581298828
150_1,220_4,1.52,4.743267376708984
150_1,230_1,1.07,4.917817903900146
150_1,230_2,1.0,4.725856185913086
150_1,230_3,1.0,4.7301466789245605
150_1,230_4,1.02,4.712705023193359
150_1,240_1,1.52,4.831195713806152
150_1,240_2,1.01,4.752823014831543
150_1,240_3,1.0,4.736059015655518
150_1,240_4,1.03,4.742268197631836
150_1,250_1,1.08,4.734823652648926
150_1,250_2,1.0,4.737650011444091
150_1,250_3,1.0,4.76942918624878
150_1,250_4,1.01,4.741840512084961
150_1,260_1,1.71,4.816843064117432
150_1,260_2,1.0,4.782070370483399
150_1,260_3,1.0,4.751128353881836
150_1,260_4,1.0,4.770632179260254
150_1,270_1,1.29,4.734553358459473
150_1,270_2,1.0,4.77081081085205
150_1,270_3,1.0,4.744347822570801
150_1,270_4,1.0,4.738707345581055
150_1,280_1,1.0,4.764585295104981
150_1,280_2,1.05,4.761237783813477
150_1,280_3,1.0,4.755638562774658
150_1,280_4,1.0,4.740835981750489
150_1,290_1,1.0,4.770172264862061
150_1,290_2,1.0,4.774365640258789
150_1,290_3,1.0,4.746700344848633
150_1,290_4,1.0,4.758657544708252
150_1,300_1,1.0,4.762045823669434
150_1,300_2,1.0,4.7519333511352535
150_1,300_3,1.0,4.736880126953125
150_1,300_4,1.0,4.720978427124024
150_1,50_1,0.88,4.607710848999023
150_1,50_2,1.0,4.767507134246826
150_1,50_3,1.0,4.786825900268554
150_1,50_4,1.0,4.719947511291504
150_1,60_1,1.0,4.622296028900147
150_1,60_2,1.0,4.734986019897461
150_1,60_3,1.0,4.742205403900146
150_1,60_4,1.0,4.716418154907227
150_1,70_1,1.15,4.60275679321289
150_1,70_2,1.0,4.743332851409912
150_1,70_3,1.0,4.7501692398071285
150_1,70_4,1.0,4.738458218383789
150_1,80_1,1.0,4.617087249755859
150_1,80_2,1.0,4.724820249938965
150_1,80_3,1.0,4.7353133155822755
150_1,80_4,1.0,4.752907066345215
150_1,90_1,1.73,4.633389097595215
150_1,90_2,1.0,4.743281336975097
150_1,90_3,1.0,4.749686306762695
150_1,90_4,1.26,4.717077787780762
150_2,150_2,78.37,1.0251508974075318
150_2,150_3,75.77,1.1378549721717834
150_2,150_4,78.68,1.0231395931243896
150_2,160_1,1.15,4.687011693572998
150_2,160_2,78.36,1.0183925284385682
150_2,160_3,76.38,1.1085862983703614
150_2,160_4,78.07,1.038787278842926
150_2,170_1,1.39,4.7674265968322755
150_2,170_2,78.08,1.0300909420013429
150_2,170_3,76.14,1.1093863910675048
150_2,170_4,76.14,1.134475133037567
150_2,180_1,1.0,4.657883357238769
150_2,180_2,78.15,1.0340557635307313
150_2,180_3,76.15,1.1042759464263916
150_2,180_4,67.98,1.51432329082489
150_2,190_1,1.25,4.593972586059571
150_2,190_2,78.05,1.0368402051925658
150_2,190_3,76.43,1.1020362100601195
150_2,190_4,50.89,2.335834538269043
150_2,200_1,1.67,4.588149994659424
150_2,200_2,78.2,1.029123805618286
150_2,200_3,75.9,1.123788673210144
150_2,200_4,30.16,3.3530284832000734
150_2,210_1,2.17,4.578963128662109
150_2,210_2,77.83,1.0388717558860778
150_2,210_3,76.91,1.0811123776435851
150_2,210_4,16.06,4.0104309280395505
150_2,220_1,2.12,4.57809059753418
150_2,220_2,78.05,1.0470030245780946
150_2,220_3,76.65,1.0849983758926391
150_2,220_4,23.6,3.6581774921417236
150_2,230_1,2.52,4.566625260925293
150_2,230_2,77.8,1.0503291383743285
150_2,230_3,76.85,1.0762388823509217
150_2,230_4,32.41,3.2049315731048584
150_2,240_1,2.82,4.560699075317383
150_2,240_2,77.23,1.0724185144424438
150_2,240_3,77.21,1.0649548280715941
150_2,240_4,49.28,2.3363361000061036
150_2,250_1,2.86,4.5650143142700195
150_2,250_2,76.72,1.0865411089897157
150_2,250_3,77.32,1.0615765151023864
150_2,250_4,66.62,1.529986591720581
150_2,260_1,3.09,4.558446933746338
150_2,260_2,76.71,1.0896576807022094
150_2,260_3,77.57,1.0473551076889038
150_2,260_4,73.92,1.190821022605896
150_2,270_1,8.62,4.386686905670166
150_2,270_2,77.37,1.0671196745872498
150_2,270_3,77.42,1.057310877609253
150_2,270_4,76.27,1.1131274898529053
150_2,280_1,77.63,1.0529554962158203
150_2,280_2,77.3,1.0640157074928285
150_2,280_3,77.49,1.057755294895172
150_2,280_4,77.01,1.0794470858573915
150_2,290_1,77.48,1.0601770290374757
150_2,290_2,77.25,1.067668622970581
150_2,290_3,77.43,1.0665359936714172
150_2,290_4,77.12,1.0729059663772582
150_2,300_1,77.22,1.0672807821273804
150_2,300_2,77.45,1.0622373312950135
150_2,300_3,77.33,1.0649465279579162
150_2,300_4,77.22,1.0725946355819702
150_2,50_1,1.0,126092.933225
150_2,50_2,53.94,2.537711085891724
150_2,50_3,24.11,3.967967674636841
150_2,50_4,38.71,3.1543088859558104
150_2,60_1,1.0,482.891694140625
150_2,60_2,61.11,2.1812897872924806
150_2,60_3,27.7,3.7192564682006837
150_2,60_4,48.69,2.641926756286621
150_2,70_1,1.09,121.81828796386719
150_2,70_2,67.1,1.7700215520858764
150_2,70_3,31.28,3.5099371643066406
150_2,70_4,61.54,2.015627236366272
